,Case1,Case2,Case3,Case4,Case5,Case6,Case7,Case8,Case9,Case10,Case11,Case12,Case13,Case14,Case15,Case16,Case17,Case18,Case19,Case20,Case21,Case22,Case23,Case24,Case25,Case26,Case27,Case28,Case29,Case30,Case31,Case32,Case33,Case34,Case35,Case36,Case37,Case38,Case39,Case40,Case41,Case42,Case43,Case44,Case45,Case46,Case47,Case48,Case49,Case50,Case51,Case52,Case53,Case54,Case55,Case56,Case57,Case58,Case59,Case60,Case61,Case62,Case63,Case64,Case65,Case66,Case67,Case68,Case69,Case70,Case71,Case72,Case73,Case74,Case75,Case76,Case77,Case78,Case79,Case80,Case81,Case82,Case83,Case84,Case85,Case86,Case87,Case88,Case89,Case90,Case91,Case92,Case93,Case94,Case95,Case96,Case97,Case98,Case99,Case100,Case101,Case102,Case103,Case104,Case105,Case106,Case107,Case108,Case109,Case110,Case111,Case112,Case113,Case114,Case115,Case116,Case117,Case118,Case119,Case120,Case121
PCDH10,0.188982237,0.188982237,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0.188982237,0,0,0.188982237,0.188982237,0,0.188982237,0,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0.188982237,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0.188982237
DNAH9,0,0,0.19245009,0.19245009,0,0.19245009,0.19245009,0,0,0,0,0,0,0,0.19245009,0.19245009,0,0,0,0,0,0.19245009,0.19245009,0,0,0,0,0,0.19245009,0,0,0,0,0,0.19245009,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0.19245009,0.19245009,0,0,0,0.19245009,0,0.19245009,0,0,0.19245009,0,0.19245009,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0.19245009,0,0,0.19245009,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0.19245009,0,0,0.19245009,0.19245009,0
ADGRL3,0.204124145,0,0,0,0.204124145,0.204124145,0,0,0,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145,0.204124145
KMT2D,0.19245009,0.19245009,0,0.19245009,0.19245009,0.19245009,0,0,0,0,0,0.19245009,0,0,0.19245009,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0.19245009,0,0.19245009,0,0,0.19245009,0,0.19245009,0,0,0,0.19245009,0,0,0,0,0.19245009,0,0,0,0.19245009,0,0.19245009,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0.19245009,0,0,0.19245009,0.19245009,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0.19245009,0.19245009,0
NAV3,0,0,0.229415734,0,0,0,0.229415734,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0.229415734,0.229415734,0,0.229415734,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0,0,0.229415734,0,0,0.229415734,0.229415734,0.229415734
FNDC1,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0.204124145,0.204124145,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145
DNAH2,0.188982237,0.188982237,0.188982237,0.188982237,0,0,0.188982237,0,0,0.188982237,0,0.188982237,0,0,0.188982237,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0.188982237,0,0,0,0,0.188982237,0.188982237,0,0.188982237,0.188982237,0.188982237,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0.188982237,0,0,0.188982237,0.188982237,0.188982237,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0.188982237,0,0.188982237,0,0,0.188982237,0.188982237,0.188982237
FBN1,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2
PKHD1L1,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145
TENM4,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0.208514414,0,0.208514414,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0.208514414,0.208514414,0,0.208514414,0.208514414,0.208514414,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0.208514414,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0.208514414,0,0,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0.208514414
PTPRT,0.213200716,0.213200716,0.213200716,0,0,0,0.213200716,0,0.213200716,0.213200716,0,0,0,0.213200716,0.213200716,0,0,0,0.213200716,0,0,0.213200716,0,0,0,0,0,0,0.213200716,0,0,0,0.213200716,0,0,0.213200716,0,0.213200716,0.213200716,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0.213200716,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0
MUC17,0.23570226,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0.23570226,0,0,0,0.23570226,0,0,0,0,0.23570226,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0.23570226
LRRK2,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0.23570226,0,0,0,0,0,0.23570226,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0.23570226,0,0,0,0.23570226,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0.23570226,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0.23570226,0,0,0,0.23570226,0,0,0.23570226,0,0,0,0,0.23570226
WDFY4,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0.242535625,0,0,0.242535625,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0,0,0.242535625,0,0,0.242535625,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0.242535625,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0.242535625
TENM2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2
IGHG1,0,0.229415734,0,0,0.229415734,0,0,0,0.229415734,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0.229415734,0,0,0,0.229415734,0,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0.229415734,0,0,0,0,0,0,0.229415734,0,0,0,0.229415734,0,0.229415734,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0.229415734,0,0,0,0,0,0,0.229415734,0.229415734
DNAH1,0,0.182574186,0.182574186,0,0,0.182574186,0.182574186,0,0,0.182574186,0,0,0,0,0.182574186,0.182574186,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0.182574186,0.182574186,0.182574186,0,0,0.182574186,0,0,0,0,0,0,0,0,0.182574186,0,0,0,0.182574186,0,0.182574186,0,0,0,0.182574186,0,0,0,0,0,0.182574186,0,0,0,0.182574186,0,0.182574186,0,0,0.182574186,0,0,0,0,0,0,0,0.182574186,0,0,0,0,0.182574186,0,0,0,0.182574186,0.182574186,0,0.182574186,0,0,0.182574186,0,0,0,0,0,0,0,0.182574186,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0.182574186
PCDHB6,0,0,0,0,0,0,0.21821789,0,0,0.21821789,0,0.21821789,0.21821789,0,0,0.21821789,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0.21821789,0.21821789
HECW1,0,0,0.223606798,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0.223606798,0.223606798,0.223606798,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0.223606798,0,0.223606798,0,0,0,0,0.223606798,0,0.223606798,0,0,0,0.223606798,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0.223606798,0,0,0.223606798,0,0,0,0,0,0.223606798
ANK3,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2
TECTA,0,0,0.23570226,0,0,0.23570226,0,0,0,0,0,0.23570226,0,0.23570226,0.23570226,0,0,0,0.23570226,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0.23570226,0,0,0,0.23570226,0.23570226
MXRA5,0,0,0,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0.196116135,0,0.196116135,0,0.196116135,0,0.196116135,0.196116135,0,0.196116135,0,0.196116135,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0.196116135,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0.196116135,0,0,0,0.196116135,0,0,0,0,0,0,0.196116135,0.196116135
SCN1A,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0,0,0.208514414,0,0.208514414,0,0,0,0,0,0.208514414,0,0,0,0.208514414,0.208514414,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0.208514414,0.208514414,0,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0.208514414,0,0,0,0,0.208514414,0.208514414,0,0,0,0,0,0,0,0,0,0,0.208514414,0.208514414
TRRAP,0,0.188982237,0.188982237,0,0,0,0.188982237,0,0,0,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0.188982237,0.188982237,0,0.188982237,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0.188982237,0.188982237,0,0,0,0,0.188982237,0,0,0,0.188982237,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0.188982237,0.188982237,0,0,0,0.188982237,0.188982237,0,0,0,0,0.188982237,0,0.188982237
CUBN,0.21821789,0,0,0,0,0,0.21821789,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0.21821789,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0.21821789,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0.21821789,0.21821789
FRYL,0,0,0,0,0,0.229415734,0,0,0,0.229415734,0,0,0.229415734,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0.229415734,0,0,0.229415734,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0.229415734,0,0,0.229415734,0,0.229415734,0,0,0.229415734,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0.229415734
KCNA1,0,0.204124145,0,0,0,0.204124145,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0.204124145,0.204124145,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145
TAF1L,0.242535625,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0.242535625,0.242535625,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0.242535625,0,0,0,0,0,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0,0,0,0,0.242535625,0.242535625
KIF26B,0,0.213200716,0.213200716,0,0.213200716,0,0,0,0.213200716,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0.213200716,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0.213200716,0,0.213200716,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0.213200716,0.213200716,0.213200716,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0.213200716,0,0,0.213200716,0,0.213200716
HECTD4,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0.213200716,0.213200716,0,0,0.213200716,0,0,0,0,0,0.213200716,0.213200716,0.213200716,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0.213200716,0,0,0,0,0.213200716,0,0,0,0,0.213200716,0,0.213200716,0,0,0,0.213200716,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0.213200716,0,0,0,0.213200716,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0.213200716
DYSF,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145
DNAH7,0,0,0,0.204124145,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0.204124145,0.204124145,0,0,0,0,0,0.204124145,0,0,0.204124145,0.204124145,0.204124145
ADAMTS16,0,0,0,0,0,0,0,0.277350098,0,0,0,0,0,0,0,0.277350098,0,0,0,0,0.277350098,0,0,0,0,0.277350098,0,0,0.277350098,0,0.277350098,0,0,0,0,0,0,0,0,0,0,0,0.277350098,0,0,0,0.277350098,0,0,0,0,0,0,0,0,0,0,0,0.277350098,0,0.277350098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277350098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277350098,0.277350098
ROBO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0.267261242,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0.267261242,0,0.267261242,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0.267261242,0,0,0,0.267261242,0,0,0,0,0,0,0.267261242,0.267261242
COL6A6,0,0.21821789,0.21821789,0,0.21821789,0.21821789,0.21821789,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0.21821789
TMEM132D,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0
PKHD1,0,0.242535625,0,0,0,0,0,0,0,0.242535625,0,0,0.242535625,0,0,0,0,0,0.242535625,0,0,0.242535625,0,0,0,0,0,0,0.242535625,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0.242535625,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0.242535625,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0,0,0,0,0.242535625,0.242535625
KMT2C,0,0,0,0,0,0,0.267261242,0,0,0.267261242,0,0,0,0,0,0,0.267261242,0.267261242,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0.267261242,0.267261242,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0,0,0.267261242
PAPPA2,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0.229415734,0,0.229415734,0,0,0,0,0,0.229415734,0,0.229415734,0,0,0,0,0.229415734,0,0.229415734,0,0,0.229415734,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0.229415734,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0.229415734,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0
FN1,0,0,0,0.21821789,0,0,0.21821789,0.21821789,0,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0.21821789,0,0.21821789,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0,0.21821789
